Material outward,,,,
#,Date,Project Order No,RRA Invoice No,Customer Name
825,2024-08-23,sdsdswedwddc,dc dc,RASHMI HEATERS PVT.LTD.
,Item Code,Quantity,Amount
,DEFCD - 16,1,
,Project Total,1,0
718,2024-06-12,13314  & 13303,,HYT ENGINEERING COMPANY PVT LTD.
,Item Code,Quantity,Amount
,NGUF -229,1,
,NGUF -229,1,
,Project Total,2,0
717,2024-06-12,POS2425/0348,,M E Energy Private Limited
,Item Code,Quantity,Amount
,SS 304 SIZE : 225 X 150 X 1.5 MM THK,7,
,SS 304 SIZE : 225 X 150 X 1.5 MM THK,1,
,SS 304 SIZE : 225 X 150 X 1.5 MM THK,1,
,Project Total,9,0
716,2024-06-12,POFS000061694,,HRS PROCESS SYSTEMS LTD.
,Item Code,Quantity,Amount
,SS 304 SIZE : 150 X 125 X 2 MM THK,8,
,SS 304 SIZE : 200 X 230 X 3 MM THK,1,
,Project Total,9,0
715,2024-06-12,0147007310125010,,GAS PROCESSING EQUIPMENT PVT LTD
,Item Code,Quantity,Amount
,SS 316 SIZE : 205 X 65 X 3 MM THK,2,
,SS 316 SIZE : 225 X 180 X 3 MM THK,2,
,SS 316 SIZE : 210 X 140 X 3 MM THK,2,
,SS 316 SIZE : 225 X 180 X 3 MM THK,2,
,SS 316 SIZE : 225 X 180 X 3 MM THK,2,
,Project Total,10,0
714,2024-06-12,0146007310125019,,GAS PROCESSING EQUIPMENT PVT LTD
,Item Code,Quantity,Amount
,SS 316 SIZE : 205 X 65 X 3 MM THK,2,
,SS 316 SIZE : 225 X 180 X 3 MM THK,2,
,SS 316 SIZE : 210 X 140 X 3 MM THK,2,
,SS 316 SIZE : 225 X 180 X 3 MM THK,2,
,SS 316 SIZE : 210 X 140 X 3 MM THK,2,
,Project Total,10,0
713,2024-06-12,EAGLE NAME PLATE,,RAVIRAJ ANODISERS
,Item Code,Quantity,Amount
,SS 304 SIZE : 115 X 115 X 0.8 MM THK,50,
,SS 316 SIZE : 115 X 115 X 0.8 MM THK,50,
,Project Total,100,0
712,2024-06-11,50055005056,,Forbes Marshall P.Ltd (Chakan)
,Item Code,Quantity,Amount
,24-130-1319355,400,
,Project Total,400,0
711,2024-06-11,0010/2024-25,,Viswasuta Engineering LLP
,Item Code,Quantity,Amount
,SS 304 SIZE : 250 X 150 X 1 MM THK,2,
,Project Total,2,0
710,2024-06-11,FIPL/PO/23-24/1069-1,,"Fabxotic India Private Limited,"
,Item Code,Quantity,Amount
,SS 304 SIZE : 250 X 150 X 1 MM THK,2,
,Project Total,2,0
709,2024-06-10,EMAIL_10.06.2024,,Hydroteck Engineering Company
,Item Code,Quantity,Amount
,SS 304 SIZE : 500 X 250 X 1.5 MM THK,1,
,SS 304 SIZE : 500 X 250 X 1.5 MM THK,2,
,Project Total,3,0
708,2024-06-09,RMTPLCO001/24-25,,Rama Mining Tools Pvt. Ltd
,Item Code,Quantity,Amount
,SS 304 SIZE : 46 X 19 X 0.5 MM THK,350,
,SS 304 SIZE : 65 X 19 X 0.5 MM THK,252,
,SS 304 SIZE : 50 X 19 X 0.5 MM THK,322,
,SS 304 SIZE : 75 X 25 X 0.5 MM THK,171,
,SS 304 SIZE : 70 X 20 X 0.5 MM THK,229,
,Project Total,1324,0
707,2024-06-09,50055004813,,Forbes Marshall P.Ltd (Chakan)
,Item Code,Quantity,Amount
,24-130-1006192,1000,
,24-254-1041143,1000,
,24-130-1319595,3000,
,24-130-1319604,1400,
,24-130-1331042,200,
,24-130-1006126  ( DV 1 ),1000,
,24-130-1006128 ( DV-2 ),1000,
,24-130-1028333,1400,
,24-130-1028334,1400,
,24-130-1028337,1000,
,Project Total,12400,0
706,2024-06-08,AP/JPO/CA/00344/24-25,,Ador Powertron Ltd
,Item Code,Quantity,Amount
,SS 304 SIZE : 237 X 200 X 1 MM THK,1,
,SS 304 SIZE : 237 X 200 X 1 MM THK,4,
,SS 304 SIZE : 150 X 90 X 1 MM THK,4,
,ALU.SIZE : 180 X 150 X 1 MM THK,3,
,ALU.SIZE : 180 X 150 X 1 MM THK,2,
,ALU.SIZE : 180 X 150 X 1 MM THK,2,
,Project Total,16,0
705,2024-06-08,00190/24-25,,STEAMLOK ENGINEERING PVT. LTD.
,Item Code,Quantity,Amount
,DIA 45 MM,300,
,Project Total,300,0
704,2024-06-08,1710085817,,DelVal Flow Controls Pvt Ltd.
,Item Code,Quantity,Amount
,6504N30066000001,1000,
,65Q6N20066000001,200,
,Project Total,1200,0
703,2024-06-07,02441456,,EagleBurgmann India Pvt. Ltd.
,Item Code,Quantity,Amount
,SS 304 SIZE : 115 X 115 X 0.8 MM THK,100,
,SS 304 SIZE : 140 X 70 X 0.8 MM THK,30,
,Project Total,130,0
702,2024-06-07,PO/SP/24-25/106,,Span Pumps Pvt Ltd
,Item Code,Quantity,Amount
,ALU.SIZE : 92 X 62 X 0.8 MM THK,2000,
,Project Total,2000,0
701,2024-06-07,EMAIL-07.06.2024,,BHR Trading Co.
,Item Code,Quantity,Amount
,SS 304 SIZE : 35 X 20 X 0.8 MM THK,1350,
,Project Total,1350,0
700,2024-06-05,02441508,,EagleBurgmann India Pvt. Ltd.
,Item Code,Quantity,Amount
,SS 316 SIZE : 250 X 150 X 1 MM THK,4,
,Project Total,4,0
699,2024-06-05,0148 00731 01 25 011,,GAS PROCESSING EQUIPMENT PVT LTD
,Item Code,Quantity,Amount
,SS 316 SIZE : 205 X 65 X 3 MM THK,1,
,SS 316 SIZE : 210 X 140 X 3 MM THK,1,
,SS 316 SIZE : 225 X 180 X 3 MM THK,1,
,Project Total,3,0
698,2024-06-04,POFS000061335,,HRS PROCESS SYSTEMS LTD.
,Item Code,Quantity,Amount
,SS 304 SIZE : 105 X 75 X 0.8 MM THK,24,
,Project Total,24,0
697,2024-06-04,1710086184,,DelVal Flow Controls Pvt Ltd.
,Item Code,Quantity,Amount
,Z4A02N1660008232,50,
,Project Total,50,0
696,2024-06-04,PO00194,,Attomo Industries LLP
,Item Code,Quantity,Amount
,SS 304 SIZE : 155 X 125 X 2 MM THK,98,
,Project Total,98,0
695,2024-06-04,02441446,,EagleBurgmann India Pvt. Ltd.
,Item Code,Quantity,Amount
,SS 304 SIZE : 250 X 150 X 1 MM THK,9,
,Project Total,9,0
694,2024-06-03,50055002284-1,,Forbes Marshall P.Ltd (Chakan)
,Item Code,Quantity,Amount
,24-130-1111613,18,
,24-130-1111611,18,
,24-130-1111612,17,
,Project Total,53,0
693,2024-06-03,50055004479,,Forbes Marshall P.Ltd (Chakan)
,Item Code,Quantity,Amount
,24-130-1331042,200,
,24-130-1319598,2000,
,24-130-1306851,2000,
,Project Total,4200,0
692,2024-06-03,EMAIL-30.05.2024,,Quadrogen India Private Limited
,Item Code,Quantity,Amount
,SS 304 SIZE : 178 X 102 X 2 MM THK,4,
,Project Total,4,0
691,2024-06-03,02441391,,EagleBurgmann India Pvt. Ltd.
,Item Code,Quantity,Amount
,SS 304 SIZE : 150 X 150 X 1.2 MM THK,8,
,SS 304 SIZE : 150 X 150 X 1.2 MM THK,36,
,Project Total,44,0
690,2024-06-03,02441424,,EagleBurgmann India Pvt. Ltd.
,Item Code,Quantity,Amount
,SS 316 SIZE : 115 X 115 X 0.8 MM THK,8,
,Project Total,8,0
689,2024-06-03,02441396,,EagleBurgmann India Pvt. Ltd.
,Item Code,Quantity,Amount
,SS 304 SIZE : 250 X 150 X 1 MM THK,18,
,Project Total,18,0
688,2024-06-03,02441423,,EagleBurgmann India Pvt. Ltd.
,Item Code,Quantity,Amount
,SS 316 SIZE : 115 X 70 X 1 MM THK,8,
,Project Total,8,0
687,2024-06-02,4500025672,,Titagarh Rail Systems Limited
,Item Code,Quantity,Amount
,ALU.SIZE : 160 X 80 X 1 MM THK,32,
,ALU.SIZE : 120 X 120 X 1 MM THK,32,
,Project Total,64,0
686,2024-06-01,SAMPLE-01.06.2024,,RAVIRAJ ANODISERS
,Item Code,Quantity,Amount
,ALU.SIZE : 462 X 256 X 2 MM THK,2,
,Project Total,2,0
685,2024-06-01,3000002675,,BAJEL PROJECTS LIMITED
,Item Code,Quantity,Amount
,MG 0059 NAME PLATES 120 mm (L),8000,
,Project Total,8000,0
684,2024-05-31,50055004270,,Forbes Marshall P.Ltd (Chakan)
,Item Code,Quantity,Amount
,24-130-1181920,463,
,24-130-1208451,517,
,24-130-1319595,3000,
,Project Total,3980,0
683,2024-05-31,0010/24-25,,Viswasuta Engineering LLP
,Item Code,Quantity,Amount
,SS 304 SIZE : 250 X 150 X 1 MM THK,12,
,SS 304 SIZE : 250 X 150 X 1 MM THK,6,
,Project Total,18,0
682,2024-05-31,50055003963,,Forbes Marshall P.Ltd (Chakan)
,Item Code,Quantity,Amount
,24-130-1300782,21,
,Project Total,21,0
681,2024-05-29,SAMPLE -29.05.2024,,RAVIRAJ ANODISERS
,Item Code,Quantity,Amount
,ALU.SIZE : 230 X 75 X 0.8 MM THK,1,
,ALU.SIZE : 153 X 75 X 0.8 MM THK,1,
,SS 304 SIZE : 470 X 590 X 0.5 MM THK,1,
,Project Total,3,0
680,2024-05-29,RAWMT00000053,,RASHMI HEATERS PVT.LTD.
,Item Code,Quantity,Amount
,SS 304 SIZE : 120 X 100 X 0.5 MM THK,60,
,Project Total,60,0
679,2024-05-29,SCPL/PO/24-25/0214,,SDTORK CONTROLS PVT LTD
,Item Code,Quantity,Amount
,SS 304 SIZE : 125 X 60 X 0.8 MM THK,2,
,SS 304 SIZE : 90 X 50 X 0.8 MM THK,2,
,DIA 50 MM,100,
,DIA 50 MM,100,
,Project Total,204,0
678,2024-05-29,REG2425/89,,Naran Lala Pvt Ltd
,Item Code,Quantity,Amount
,SS 304 SIZE : 150 X 120 X 1 MM THK,5,
,Project Total,5,0
677,2024-05-29,50055000638-1,,Forbes Marshall P.Ltd (Chakan)
,Item Code,Quantity,Amount
,24-130-1311819,50,
,24-130-1311819,26,
,SS 316 SIZE : 236 X 210 X 3 MM THK,3,
,SS 316 SIZE : 210 X 188 X 3 MM THK,3,
,Project Total,82,0
676,2024-05-28,2441256,,EagleBurgmann India Pvt. Ltd.
,Item Code,Quantity,Amount
,SS 316 SIZE : 250 X 150 X 1 MM THK,10,
,Project Total,10,0
675,2024-05-28,By email,,KES
,Item Code,Quantity,Amount
,Project Total,0,0
674,2024-05-28,Open P.O,,Quadrogen India Private Limited
,Item Code,Quantity,Amount
,160 X 160,12,
,75 X 20,39,
,Project Total,51,0
673,2024-05-27,41054000775-2,,Forbes Marshall ARCA Pvt Ltd.
,Item Code,Quantity,Amount
,20-059-1042366,100,
,20-205-1036740,200,
,Project Total,300,0
672,2024-05-27,50055001265-1,,Forbes Marshall P.Ltd (Chakan)
,Item Code,Quantity,Amount
,24-130-1011017 ( DV 3 ),3000,
,Project Total,3000,0
671,2024-05-27,13226,,HYT ENGINEERING COMPANY PVT LTD.
,Item Code,Quantity,Amount
,NGUF - 231,1,
,NGUF - 233,1,
,WINCH 46,1,
,WINCH 50,1,
,VTL - 103,1,
,WINCH 43,1,
,WINCH 44,1,
,Project Total,7,0
670,2024-05-27,4500725042-1,,Kelvion India Private Limited
,Item Code,Quantity,Amount
,SS 304 SIZE : 100 X 40 X 0.5 MM THK,89,
,Project Total,89,0
669,2024-05-27,41054000775-1,,Forbes Marshall  Arca Pvt Ltd
,Item Code,Quantity,Amount
,20-059-1037446,350,
,Project Total,350,0
668,2024-05-26,85680,,DelVal Flow Controls Pvt Ltd.
,Item Code,Quantity,Amount
,7368,300,
,Project Total,300,0
667,2024-05-26,3647,,Forbes Marshall P.Ltd (Chakan)
,Item Code,Quantity,Amount
,DIA 36 MM,1500,
,Project Total,1500,0
666,2024-05-25,3600190845/25.05.2024,,G R INFRAPROJECTS LIMITED
,Item Code,Quantity,Amount
,ALU.SIZE : 300 X 200 X 0.5 MM THK,200,
,Project Total,200,0
665,2024-05-24,02441177,,EagleBurgmann India Pvt. Ltd.
,Item Code,Quantity,Amount
,SS 316 SIZE : 250 X 150 X 1 MM THK,1,
,SS 304 SIZE : 90 X 30 X 1 MM THK,144,
,SS 304 SIZE : 75 X 25 X 1 MM THK,7,
,SS 304 SIZE : 1200 X 60 X 3 MM THK,1,
,Project Total,153,0
664,2024-05-24,02441197,,EagleBurgmann India Pvt. Ltd.
,Item Code,Quantity,Amount
,SS 316 SIZE : 250 X 150 X 1 MM THK,1,
,Project Total,1,0
663,2024-05-24,00136/24-25,,STEAMLOK ENGINEERING PVT. LTD.
,Item Code,Quantity,Amount
,DIA 45 MM,200,
,DIA 60 MM,200,
,Project Total,400,0
662,2024-05-24,24PO0006,,R S Industrial Solutions
,Item Code,Quantity,Amount
,SS 316 SIZE : 140 X 140 X 1.5 MM THK,2,
,Project Total,2,0
661,2024-05-24,POS2425/0253,,M E Energy Private Limited
,Item Code,Quantity,Amount
,SS 304 SIZE : 225 X 150 X 1.5 MM THK,1,
,Project Total,1,0
660,2024-05-24,EMAIL-20.05.2024,,Manjushree Fintube Pvt Ltd.
,Item Code,Quantity,Amount
,SS 304 SIZE : 200 X 125 X 0.8 MM THK,1,
,SS 304 SIZE : 125 X 75 X 0.8 MM THK,7,
,Project Total,8,0
659,2024-05-22,EMAIL-22.05-2024,,Sonali Enterprises
,Item Code,Quantity,Amount
,ALU.SIZE : 210 X 184 X 2 MM THK,10,
,ALU.SIZE : 500 X 200 X 1 MM THK,2,
,ALU.SIZE : 149 X 60 X 1 MM THK,10,
,Project Total,22,0
658,2024-05-21,13218,,HYT ENGINEERING COMPANY PVT LTD.
,Item Code,Quantity,Amount
,VTL 101,1,
,Project Total,1,0
657,2024-05-21,13216,,HYT ENGINEERING COMPANY PVT LTD.
,Item Code,Quantity,Amount
,TUFWL 04,4,
,Project Total,4,0
656,2024-05-21,AEPL/24-25/0323,,Autoshell Electromech Pvt.Ltd.
,Item Code,Quantity,Amount
,SS 304 SIZE : 120 X 40 X 0.8 MM THK,58,
,SS 304 SIZE : 95 X 65 X 0.8 MM THK,4,
,SS 304 SIZE : 122 X 82 X 0.8 MM THK,30,
,SS 304 SIZE : 130 X 120 X 0.8 MM THK,30,
,SS 304 SIZE : 95 X 95 X 0.8 MM THK,4,
,Project Total,126,0
655,2024-05-21,4500758969,,Kelvion India Private Limited
,Item Code,Quantity,Amount
,SS 304 SIZE : 168 X 105 X 0.8 MM THK,1,
,SS 304 SIZE : 200 X 200 X 2 MM THK,1,
,SS 304 SIZE : 168 X 105 X 0.8 MM THK,1,
,SS 304 SIZE : 200 X 200 X 2 MM THK,1,
,SS 304 SIZE : 168 X 105 X 0.8 MM THK,1,
,SS 304 SIZE : 200 X 200 X 2 MM THK,1,
,SS 304 SIZE : 168 X 105 X 0.8 MM THK,1,
,SS 304 SIZE : 200 X 200 X 2 MM THK,1,
,SS 304 SIZE : 168 X 105 X 0.8 MM THK,1,
,SS 304 SIZE : 200 X 200 X 2 MM THK,1,
,SS 304 SIZE : 168 X 105 X 0.8 MM THK,1,
,SS 304 SIZE : 200 X 200 X 2 MM THK,1,
,SS 304 SIZE : 168 X 105 X 0.8 MM THK,1,
,SS 304 SIZE : 200 X 200 X 2 MM THK,1,
,SS 304 SIZE : 168 X 105 X 0.8 MM THK,1,
,SS 304 SIZE : 200 X 200 X 2 MM THK,1,
,SS 304 SIZE : 168 X 105 X 0.8 MM THK,1,
,SS 304 SIZE : 200 X 200 X 2 MM THK,1,
,SS 304 SIZE : 226 X 150 X 0.8 MM THK,1,
,SS 304 SIZE : 105 X 50 X 2 MM THK,1,
,SS 304 SIZE : 105 X 50 X 2 MM THK,1,
,SS 304 SIZE : 168 X 105 X 0.8 MM THK,1,
,Project Total,22,0
654,2024-05-21,50055003292,,Forbes Marshall P.Ltd (Chakan)
,Item Code,Quantity,Amount
,24-130-1373600,1,
,Project Total,1,0
653,2024-05-20,50055003339,,Forbes Marshall P.Ltd (Chakan)
,Item Code,Quantity,Amount
,24-254-1041143,1000,
,30-016-1025369 (A4  52034),200,
,24-130-1316678,1500,
,Project Total,2700,0
652,2024-05-20,Z1PR/7000054285/20.05.2024,,ElectroMech Material Handling Systems (India) Pvt. Ltd.
,Item Code,Quantity,Amount
,SS 304 SIZE : 100 X 40 X 0.5 MM THK,150,
,Project Total,150,0
651,2024-05-20,AP/JPO/CA/0124 & 125/24-25,,Ador Powertron Ltd
,Item Code,Quantity,Amount
,SS 304 SIZE : 180 X 150 X 1 MM THK,5,
,SS 304 SIZE : 180 X 150 X 1 MM THK,5,
,Project Total,10,0
650,2024-05-20,AP/JPO/CA/0123/24-25,,Ador Powertron Ltd
,Item Code,Quantity,Amount
,SS 304 SIZE : 180 X 150 X 1 MM THK,4,
,SS 304 SIZE : 180 X 150 X 1 MM THK,8,
,SS 304 SIZE : 180 X 150 X 1 MM THK,10,
,Project Total,22,0
649,2024-05-20,AP/JPO/CA/0122/24-25,,Ador Powertron Ltd
,Item Code,Quantity,Amount
,ALU.SIZE : 180 X 150 X 1 MM THK,4,
,Project Total,4,0
648,2024-05-20,AP/JPO/CA/0121/24-25,,Ador Powertron Ltd
,Item Code,Quantity,Amount
,ALU.SIZE : 180 X 150 X 1 MM THK,4,
,Project Total,4,0
647,2024-05-20,AP/JPO/CA/0120/24-25,,Ador Powertron Ltd
,Item Code,Quantity,Amount
,SS 304 SIZE :235 X 200 X 1 MM THK,2,
,SS 304 SIZE : 170 X 130 X 1 MM THK,2,
,Project Total,4,0
646,2024-05-20,AP/JPO/CA/0118/24-25,,Ador Powertron Ltd
,Item Code,Quantity,Amount
,ALU.SIZE : 180 X 150 X 1 MM THK,2,
,Project Total,2,0
645,2024-05-20,AP/JPO/CA/0117/24-25,,Ador Powertron Ltd
,Item Code,Quantity,Amount
,ALU.SIZE : 180 X 150 X 1 MM THK,2,
,Project Total,2,0
644,2024-05-20,0134-2324-RA-27,,GAS PROCESSING EQUIPMENT PVT LTD
,Item Code,Quantity,Amount
,SS 316 SIZE : 150 X 115 X 2 MM THK,2,
,Project Total,2,0
643,2024-05-20,PO/SP/24-25/070,,Span Pumps Pvt Ltd
,Item Code,Quantity,Amount
,ALU.SIZE : 96 X 63 X 0.8 MM THK,400,
,Project Total,400,0
642,2024-05-20,POFS000059534/20.05.2024,,HRS PROCESS SYSTEMS LTD.
,Item Code,Quantity,Amount
,SS 304 SIZE : 105 X 75 X 0.8 MM THK,18,
,Project Total,18,0
641,2024-05-19,EMAIL-19.05.2024,,SANKEY CONTROL  PVT. LTD
,Item Code,Quantity,Amount
,SS 304 SIZE : 26 X 45 X 0.5 MM THK,40,
,Project Total,40,0
640,2024-05-19,HYT-13185,,HYT ENGINEERING COMPANY PVT LTD.
,Item Code,Quantity,Amount
,Project Total,0,0
639,2024-05-18,4500759598,,Kelvion India Private Limited
,Item Code,Quantity,Amount
,SS 304 SIZE : 105 X 75 X 0.8 MM THK,500,
,Project Total,500,0
638,2024-05-18,POP-2425-0124,,ELINWG India Pvt. Ltd
,Item Code,Quantity,Amount
,SS 304 SIZE : 105 X 74 X 0.5 MM THK,32,
,SS 304 SIZE : 105 X 74 X 0.5 MM THK,32,
,SS 304 SIZE : 105 X 74 X 0.5 MM THK,12,
,SS 304 SIZE : 125 X 20 X 0.8 MM THK,12,
,SS 304 SIZE : 105 X 74 X 0.5 MM THK,54,
,SS 304 SIZE : 125 X 20 X 0.8 MM THK,54,
,SS 304 SIZE : 105 X 74 X 0.5 MM THK,4,
,SS 304 SIZE : 125 X 20 X 0.8 MM THK,4,
,Project Total,204,0
637,2024-05-18,POP-2425-0156,,ELINWG India Pvt. Ltd
,Item Code,Quantity,Amount
,SS 304 SIZE : 105 X 74 X 0.5 MM THK,92,
,SS 304 SIZE : 125 X 20 X 0.8 MM THK,45,
,Project Total,137,0
636,2024-05-18,PP/24-25/01/113,,Pilon Engineering Pvt. Ltd.
,Item Code,Quantity,Amount
,SS 304 SIZE : 800 X 120 X 1 MM THK,1,
,Project Total,1,0
635,2024-05-18,SAMPLE FOR FORBES MARSHALL/ORINTAL,,RAVIRAJ ANODISERS
,Item Code,Quantity,Amount
,24-280-1297687,2,
,24-280-1297688,2,
,24-280-1297689,2,
,24-280-1297690,2,
,24-280-1297691,2,
,24-280-1297692,2,
,SS 304 SIZE : 305 X 50.8 X 2 MM THK,1,
,Project Total,13,0
634,2024-05-18,50055002141,,Forbes Marshall P.Ltd (Chakan)
,Item Code,Quantity,Amount
,24-130-1195627,1,
,24-130-1321383,694,
,24-130-1311819,656,
,24-254-1333615,300,
,24-130-1285225,2,
,24-130-1297118,2,
,Project Total,1655,0
633,2024-05-18,50055001811,,Forbes Marshall P.Ltd (Chakan)
,Item Code,Quantity,Amount
,24-130-1195627,1,
,24-130-1321383,62,
,24-130-1311819,100,
,Project Total,163,0
632,2024-05-18,50055003071,,Forbes Marshall P.Ltd (Chakan)
,Item Code,Quantity,Amount
,24-254-1041143,414,
,Project Total,414,0
631,2024-05-18,24PO0005,,R S Industrial Solutions
,Item Code,Quantity,Amount
,SS 316 SIZE : 140 X 140 X 1.5 MM THK,1,
,Project Total,1,0
630,2024-05-17,02441007,,EagleBurgmann India Pvt. Ltd.
,Item Code,Quantity,Amount
,SS 316 SIZE : 115 X 115 X 1 MM THK,10,
,SS 316 SIZE : 250 X 150 X 1 MM THK,18,
,Project Total,28,0
629,2024-05-17,RRA/04-2425/017,,Titagarh Rail Systems Limited
,Item Code,Quantity,Amount
,SS 304 SIZE : 52 X 37 X 0.5 MM THK,132,
,SS 304 SIZE : 105 X 52  X 0.5 MM THK,12,
,Project Total,144,0
628,2024-05-17,REGPL/24-25/119,,Rahul Engineering Global Pvt Ltd.
,Item Code,Quantity,Amount
,Project Total,0,0
627,2024-05-17,POS2425/0224,,M E Energy Private Limited
,Item Code,Quantity,Amount
,SS 304 SIZE : 225 X 150 X 1.5 MM THK,23,
,Project Total,23,0
626,2024-05-17,VTVPL/RR/PO-04/2023-24,,Vishnu Tanks  & Vessels Pvt Ltd
,Item Code,Quantity,Amount
,SS 304 SIZE : 150 X 110 X 1 MM THK,22,
,Project Total,22,0
625,2024-05-14,SCPL/PO/23-24/0131,,SDTORK CONTROLS PVT LTD
,Item Code,Quantity,Amount
,SS 304 SIZE : 125 X 60 X 0.8 MM THK,1,
,SS 304 SIZE : 90 X 50 X 0.8 MM THK,1,
,SS 304 SIZE : 65 X 40 X 0.8 MM THK,1,
,SS 304 SIZE : 125 X 60 X 0.8 MM THK,2,
,SS 304 SIZE : 90 X 50 X 0.8 MM THK,2,
,SS 304 SIZE : 165 X 45 X 0.8 MM THK,2,
,SS 304 SIZE : 85 X 50 X 0.8 MM THK,2,
,SS 304 SIZE : 125 X 60 X 0.8 MM THK,1,
,SS 304 SIZE : 165 X 45 X 0.8 MM THK,1,
,SS 304 SIZE : 125 X 60 X 0.8 MM THK,1,
,SS 304 SIZE : 125 X 60 X 0.8 MM THK,16,
,SS 304 SIZE : 90 X 50 X 0.8 MM THK,16,
,SS 304 SIZE : 125 X 60 X 0.8 MM THK,16,
,SS 304 SIZE : 90 X 50 X 0.8 MM THK,16,
,SS 304 SIZE : 125 X 60 X 0.8 MM THK,16,
,SS 304 SIZE : 90 X 50 X 0.8 MM THK,16,
,Project Total,110,0
624,2024-05-14,MNCAS/PO/24-25/0053/R0,,MNCAS India Private Limited
,Item Code,Quantity,Amount
,SS 304 SIZE : 127 X 127 X 0.8 MM THK,5,
,Project Total,5,0
623,2024-05-14,022,,SYSTEMS TECHNOLOGIES
,Item Code,Quantity,Amount
,SS 304 SIZE : 240 X 240 X 2 MM THK,2,
,Project Total,2,0
622,2024-05-14,02440967,,EagleBurgmann India Pvt. Ltd.
,Item Code,Quantity,Amount
,SS 304 SIZE : 55 X 20 X 0.8 MM THK,3000,
,Project Total,3000,0
621,2024-05-13,SAMPLE - 13.05.2024,,RAVIRAJ ANODISERS
,Item Code,Quantity,Amount
,MIRROR SIZE : 0.8 MM THK,1,
,MIRROR SIZE : 0.5 MM THK,1,
,Project Total,2,0
620,2024-05-12,POFS000059534/12.05.2024,,HRS PROCESS SYSTEMS LTD.
,Item Code,Quantity,Amount
,SS 304 SIZE : 105 X 75 X 0.8 MM THK,19,
,Project Total,19,0
619,2024-05-12,AEPL/24-25/0212,,Autoshell Electromech Pvt.Ltd.
,Item Code,Quantity,Amount
,SS 304 SIZE : 95 X 65 X 0.8 MM THK,6,
,SS 304 SIZE : 95 X 95 X 0.8 MM THK,12,
,Project Total,18,0
618,2024-05-11,02440804,,EagleBurgmann India Pvt. Ltd.
,Item Code,Quantity,Amount
,SS 316L SIZE : 250 X 150 X 1 MM THK,4,
,Project Total,4,0
617,2024-05-11,4500757594,,Kelvion India Private Limited
,Item Code,Quantity,Amount
,SS 304 SIZE : 175 X 115 X 0.8 MM THK,17,
,SS 304 SIZE : 180 X 160 X 2 MM THK,17,
,Project Total,34,0
616,2024-05-11,SAMPLE -11.05.2024,,RAVIRAJ ANODISERS
,Item Code,Quantity,Amount
,ALU.SIZE : 320 X 300 X 0.5 MM THK,1,
,Project Total,1,0
615,2024-05-10,LOI EMAIL - 08.05.2024,,DelVal Flow Controls Pvt Ltd.
,Item Code,Quantity,Amount
,Z6502YG660007237,2000,
,Project Total,2000,0
614,2024-05-08,13141 & 13142,,RAVIRAJ ANODISERS
,Item Code,Quantity,Amount
,ALU.BLACK SHEET,2,
,Project Total,2,0
613,2024-05-07,EMAIL-07.05.2024,,Hydroteck Engineering Company
,Item Code,Quantity,Amount
,SS 304 500 X 250 X 1.5 MM THK,1,
,SS 304 SIZE : 450 X 300 X 1.5 MM THK,3,
,Project Total,4,0
612,2024-05-06,Z1PR/7000054285,,ElectroMech Material Handling Systems (India) Pvt. Ltd.
,Item Code,Quantity,Amount
,SS 304 SIZE : 1000 X 500 X 2 MM THK,3,
,SS 304 SIZE : 1000 X 500 X 2 MM THK,2,
,SS 304 SIZE : 1000 X 500 X 2 MM THK,10,
,Project Total,15,0
611,2024-05-06,50055002407,,Forbes Marshall P.Ltd (Chakan)
,Item Code,Quantity,Amount
,24-130-1317932,75,
,24-130-1319597,1500,
,24-130-1164102,22,
,Project Total,1597,0
610,2024-05-06,4500107790,,Praj Industries Ltd.
,Item Code,Quantity,Amount
,2461 - SS 304 SIZE : 240 X 170 X 2 MM THK,1,
,2463 - SS 304 SIZE : 220 X 130 X 2 MM THK,1,
,2465 - SS 304 SIZE : 240 X 60 X 2 MM THK,2,
,2464 - SS 304 SIZE : 230 X 130 X 2 MM THK,1,
,Project Total,5,0
609,2024-05-06,EMAIL/26.03.2024,,MAGTECH ASSOCIATES
,Item Code,Quantity,Amount
,ALU.SIZE : 80 X 50 X 1 MM THK,25,
,ALU.SIZE : 180 X 75 X 1 MM THK,10,
,ALU.SIZE : 300 X 100 X 1 MM THK,10,
,ALU.SIZE : 75 X 50 X 1 MM THK,25,
,ALU.SIZE : 80 X 30 X 1 MM THK,20,
,Project Total,90,0
608,2024-05-06,50055002284,,Forbes Marshall P.Ltd (Chakan)
,Item Code,Quantity,Amount
,24-130-1316713,90,
,24-130-1319339,1000,
,24-130-1319595,10000,
,24-130-1319600,60,
,24-130-1317931,900,
,24-130-1266602,12000,
,24-130-1331042,140,
,Project Total,24190,0
607,2024-05-06,13142,,HYT ENGINEERING COMPANY PVT LTD.
,Item Code,Quantity,Amount
,VTL -105,1,
,Project Total,1,0
606,2024-05-06,13141,,HYT ENGINEERING COMPANY PVT LTD.
,Item Code,Quantity,Amount
,NGUF - 231,1,
,NGUF - 232,1,
,NGUF - 233,1,
,YGUL,1,
,Project Total,4,0
605,2024-05-04,00083/24-25,,STEAMLOK ENGINEERING PVT. LTD.
,Item Code,Quantity,Amount
,DIA 40 MM X 1 MM THK,500,
,Project Total,500,0
604,2024-05-03,24PO0004,,R S Industrial Solutions
