Material outward,,,,
#,Date,Project Order No,RRA Invoice No,Customer Name
825,2024-08-23,sdsdswedwddc,dc dc,RASHMI HEATERS PVT.LTD.
,Item Code,Quantity,Amount
,Item Code,Quantity,Amount
,SS 316 SIZE : 140 X 140 X 1.5 MM THK,2,
,SS 316L SIZE : 300 X 240 X 1.5 MM THK,2,
,SS 316 SIZE : 140 X 140 X 1.5 MM THK,2,
,SS 316L SIZE : 300 X 240 X 1.5 MM THK,2,
,Project Total,8,0
603,2024-05-03,SCPL/PO/24/25/081,,SDTORK CONTROLS PVT LTD
,Item Code,Quantity,Amount
,SS 304 SIZE : 90 X 50 X 0.8 MM THK,32,
,SS 304 SIZE : 165 X 45 X 0.8 MM THK,1,
,SS 304 SIZE : 85 X 81 X 0.8 MM THK,1,
,SS 304 SIZE : 125 X 60 X 0.8 MM THK,1,
,SS 304 SIZE : 90 X 50 X 0.8 MM THK,1,
,SS 304 SIZE : 65 X 40 X 0.8 MM THK,1,
,Project Total,37,0
602,2024-05-03,41054000482,,Forbes Marshall  Arca Pvt Ltd
,Item Code,Quantity,Amount
,20-054-1021242,500,
,Project Total,500,0
601,2024-05-03,1710085159,,DelVal Flow Controls Pvt Ltd.
,Item Code,Quantity,Amount
,4A12NM0066000001,500,
,4A36NM0066000001,500,
,Project Total,1000,0
600,2024-05-03,13120,,HYT ENGINEERING COMPANY PVT LTD.
,Item Code,Quantity,Amount
,Project Total,0,0
599,2024-05-03,241137,,EUREKA ENGINEERING ENTERPRISES
,Item Code,Quantity,Amount
,ALU.SIZE : 60 X 18 X 0.5 MM THK,1500,
,Project Total,1500,0
598,2024-05-03,EMAIL/03.05.2024,,Sensoteck Sensing Devices Pvt.Ltd.
,Item Code,Quantity,Amount
,ALU.SIZE : 60 X 18 X 0.5 MM THK,3000,
,Project Total,3000,0
597,2024-05-03,1710085118,,DelVal Flow Controls Pvt Ltd.
,Item Code,Quantity,Amount
,Z6502YG660007237,2000,
,Project Total,2000,0
596,2024-04-30,50055000371,,Forbes Marshall P.Ltd (Chakan)
,Item Code,Quantity,Amount
,24-130-1316678,1500,
,Project Total,1500,0
595,2024-04-29,POFS000059534/29.04.2024,,HRS PROCESS SYSTEMS LTD.
,Item Code,Quantity,Amount
,SS 304 SIZE : 105 X 75 X 0.8 MM THK,21,
,Project Total,21,0
594,2024-04-29,POFS000061049,,HRS PROCESS SYSTEMS LTD.
,Item Code,Quantity,Amount
,SS 304 SIZE : 230 X 200 X 3 MM THK,1,
,Project Total,1,0
593,2024-04-29,50055001912,,Forbes Marshall P.Ltd (Chakan)
,Item Code,Quantity,Amount
,20-206-1352544,200,
,24-254-1041143,1000,
,30-016-1025369 (A4  52034),600,
,30-016-1025369 (A4  52034),100,
,Project Total,1900,0
592,2024-04-29,50055001796,,Forbes Marshall P.Ltd (Chakan)
,Item Code,Quantity,Amount
,20-206-1104304,2000,
,20-206-1261473,2000,
,Project Total,4000,0
591,2024-04-29,EMAI/25.04.2024,,Aditya Automation
,Item Code,Quantity,Amount
,SS 304 SIZE : 150 X 150 X 1 MM THK,3,
,Project Total,3,0
590,2024-04-29,AIPL-23-24/169,,ASSIDUOUS INDUSTRIES PVT LTD
,Item Code,Quantity,Amount
,SS 304 SIZE : 230 X 200 X 1 MM THK,2,
,Project Total,2,0
589,2024-04-28,PN142988,,Ratna Gears Pvt.Ltd.
,Item Code,Quantity,Amount
,SS 304 SIZE : 140 X 80 X 0.5 MM THK,50,
,Project Total,50,0
588,2024-04-28,EMAIL/24.04.2024,,Limson Enginerring
,Item Code,Quantity,Amount
,SS 304 SIZE : 178 X 80 X 0.8 MM THK,22,
,Project Total,22,0
587,2024-04-27,PP/23-24/02,,Pilon Engineering Pvt. Ltd.
,Item Code,Quantity,Amount
,SS 304 SIZE : 660 X 120 X 1 MM THK,1,
,SS 304 SIZE : 800 X 120 X 1 MM THK,1,
,Project Total,2,0
586,2024-04-27,4500755411,,Kelvion India Private Limited
,Item Code,Quantity,Amount
,SS 304 SIZE : 75 X 80 X 0.8 MM THK,10,
,Project Total,10,0
585,2024-04-27,41054000347,,Forbes Marshall  Arca Pvt Ltd
,Item Code,Quantity,Amount
,SIZE : 127 X 127 X 0.8 MM THK,200,
,20-059-1042366,200,
,Project Total,400,0
584,2024-04-26,02440580,,EagleBurgmann India Pvt. Ltd.
,Item Code,Quantity,Amount
,SS 304 SIZE : 115 X 115 X 0.8 MM THK,1000,
,Project Total,1000,0
583,2024-04-26,3000002252,,BAJEL PROJECTS LIMITED
,Item Code,Quantity,Amount
,MG 0059 NAME PLATES 120 mm (L),5000,
,MG 0058 NAMEPLATES 220 MM (L),300,
,Project Total,5300,0
582,2024-04-26,3000002075,,BAJEL PROJECTS LIMITED
,Item Code,Quantity,Amount
,MG 0059 NAME PLATES 120 mm (L),1000,
,MG 0058 NAMEPLATES 220 MM (L),200,
,Project Total,1200,0
581,2024-04-26,50055001752,,Forbes Marshall P.Ltd (Chakan)
,Item Code,Quantity,Amount
,24-130-1311819,59,
,24-130-1346550,1000,
,24-130-1331042,100,
,24-130-1331042,100,
,Project Total,1259,0
580,2024-04-24,50055001635,,Forbes Marshall P.Ltd (Chakan)
,Item Code,Quantity,Amount
,30-016-1025369 (A4  52034),200,
,24-130-1006126  ( DV 1 ),1000,
,24-130-1006128 ( DV-2 ),1000,
,24-130-1176449,60,
,Project Total,2260,0
579,2024-04-24,13108,,HYT ENGINEERING COMPANY PVT LTD.
,Item Code,Quantity,Amount
,SS 304 SIZE : 300 X 290 X 1.6 MM THK,1,
,SS 304 SIZE : 200 X 150 X 1 MM THK,2,
,SS 304 SIZE : 150 X 100 X 1 MM THK,3,
,Project Total,6,0
578,2024-04-23,1710084019,,DelVal Flow Controls Pvt Ltd.
,Item Code,Quantity,Amount
,6503N10066000002,331,
,6504N30066000001,610,
,Z6502NC660007238,85,
,6401N10088000002,10,
,Z6506NC660007239,14,
,Project Total,1050,0
577,2024-04-23,50055001548,,Forbes Marshall P.Ltd (Chakan)
,Item Code,Quantity,Amount
,24-130-1300748,1000,
,24-130-1316678,1500,
,24-130-1346550,1000,
,Project Total,3500,0
576,2024-04-23,4500753601,,Kelvion India Private Limited
,Item Code,Quantity,Amount
,SS 304 SIZE : 105 X 75 X 0.8 MM THK,300,
,Project Total,300,0
575,2024-04-23,4500107557,,Praj Industries Ltd.
,Item Code,Quantity,Amount
,2461 - SS 304 SIZE : 240 X 170 X 2 MM THK,2,
,2465 - SS 304 SIZE : 240 X 60 X 2 MM THK,1,
,Project Total,3,0
574,2024-04-22,5006513135-2-12,,Forbes Marshall P.Ltd (Chakan)
,Item Code,Quantity,Amount
,26-014-1039410,200,
,Project Total,200,0
573,2024-04-22,13064,,HYT ENGINEERING COMPANY PVT LTD.
,Item Code,Quantity,Amount
,Project Total,0,0
572,2024-04-21,HYT-13074 WHEEL PRESS 09 & 14,,HYT ENGINEERING COMPANY PVT LTD.
,Item Code,Quantity,Amount
,ALU.SIZE : DIA 25 MM,74,
,ALU.SIZE : DIA 25 MM,74,
,Project Total,148,0
571,2024-04-21,SAMPLE HYT - 21.04.2024,,RAVIRAJ ANODISERS
,Item Code,Quantity,Amount
,SS 316L SIZE : 271 X 170 X 3 MM THK,1,
,SS 316 L SIZE :  270 X 85 X 3 MM THK,1,
,Project Total,2,0
570,2024-04-21,50055001265,,Forbes Marshall P.Ltd (Chakan)
,Item Code,Quantity,Amount
,24-130-1316149,500,
,24-130-1300748,1000,
,24-254-1041143,1000,
,24-130-1208451,168,
,Project Total,2668,0
569,2024-04-21,POFS000060752,,HRS PROCESS SYSTEMS LTD.
,Item Code,Quantity,Amount
,SS 304 SIZE : 150 X 110 X 2 MM THK,6,
,Project Total,6,0
568,2024-04-21,4500752598,,Kelvion India Private Limited
,Item Code,Quantity,Amount
,SS 316 SIZE : 180 X 160 X 3 MM THK,1,
,SS 316 SIZE : 175 X 115 X 3 MM THK,1,
,SS 304 SIZE : 105 X 168 X 0.8 MM THK,5,
,SS 304 SIZE : 200 X 200 X 2 MM THK,5,
,SS 304 SIZE : 105 X 75 X 2 MM THK,1,
,SS 304 SIZE : 140 X 140 X 2 MM THK,1,
,SS 304 SIZE : 200 X 190 X 0.8 MM THK,1,
,SS 304 SIZE : 105 X 168 X 0.8 MM THK,1,
,SS 304 SIZE : 115 X 155 X 0.8 MM THK,1,
,Project Total,17,0
567,2024-04-21,POS2425/0034,,M E Energy Private Limited
,Item Code,Quantity,Amount
,SS 304 SIZE : 180 X 130 X 3 MM THK,4,
,Project Total,4,0
566,2024-04-19,50055001354,,Forbes Marshall P.Ltd (Chakan)
,Item Code,Quantity,Amount
,24-130-1319354,216,
,Project Total,216,0
565,2024-04-17,1518 / 17.04.2024,,STEAMLOK ENGINEERING PVT. LTD.
,Item Code,Quantity,Amount
,SS 304 SIZE : 52.5 X 41 X 0.5 MM THK,120,
,SS 304 SIZE : 52.5 X 41 X 0.5 MM THK,120,
,Project Total,240,0
564,2024-04-17,50055000638,,Forbes Marshall P.Ltd (Chakan)
,Item Code,Quantity,Amount
,24-130-1311819,97,
,Project Total,97,0
563,2024-04-17,472037716,,BOBST INDIA PRIVATE LIMITED
,Item Code,Quantity,Amount
,MEASURING TAPE SS 304 SIZE : 1490 X 30 X 2 MM THK,12,
,Project Total,12,0
562,2024-04-16,50055001134,,Forbes Marshall P.Ltd (Chakan)
,Item Code,Quantity,Amount
,24-130-1300748,1000,
,Project Total,1000,0
561,2024-04-16,REGPL/24-25/21,,Rahul Engineering Global Pvt Ltd.
,Item Code,Quantity,Amount
,SS 304 SIZE : 150 X 110 X 2 MM THK,7,
,Project Total,7,0
560,2024-04-16,02440297,,EagleBurgmann India Pvt. Ltd.
,Item Code,Quantity,Amount
,SS 316 SIZE : 250 X 150 X 1 MM THK,6,
,Project Total,6,0
559,2024-04-15,50055000950,,Forbes Marshall P.Ltd (Chakan)
,Item Code,Quantity,Amount
,24-130-1306851,2000,
,24-130-1319344,200,
,24-130-1319356,100,
,24-130-1316148,500,
,24-130-1316149,1000,
,24-130-1300748,1000,
,24-130-1237517,1,
,24-130-1200045,2,
,24-130-1200043,4,
,24-130-1383776,1,
,24-130-1383775,1,
,Project Total,4809,0
558,2024-04-13,50045018556,,Forbes Marshall P.Ltd (Chakan)
,Item Code,Quantity,Amount
,24-130-1319597,2000,
,24-130-1300748,1000,
,Project Total,3000,0
557,2024-04-13,EMAIL/13.04.2024,,Sonali Enterprises
,Item Code,Quantity,Amount
,ALU.SIZE : 500 X 200 X 0.8 MM THK,15,
,ALU.SIZE : 150 X 55 X 0.8 MM THK,75,
,Project Total,90,0
556,2024-04-12,0526/12.04.2024,,Forbes Marshall P.Ltd (Chakan)
,Item Code,Quantity,Amount
,24-130-1316678,1500,
,24-130-1346549,25,
,24-130-1346550,250,
,Project Total,1775,0
555,2024-04-12,SCPL/PO/23-24/01202,,SDTORK CONTROLS PVT LTD
,Item Code,Quantity,Amount
,SS 304 SIZE : 100 X 70 X 0.5 MM THK,110,
,Project Total,110,0
554,2024-04-12,41045001916,,Forbes Marshall  Arca Pvt Ltd
,Item Code,Quantity,Amount
,A3-UVSMH20 SIZE : 88 X 20 X 0.5 MM THK,200,
,A3-UIIISMH17-30L SIZE : 40 X 10 X 0.5 MM THK,200,
,Project Total,400,0
553,2024-04-10,3600190845,,G R INFRAPROJECTS LIMITED
,Item Code,Quantity,Amount
,SS 304 SIZE : 75 X 50 X 0.8 MM THK,4400,
,Project Total,4400,0
552,2024-04-10,02440220,,EagleBurgmann India Pvt. Ltd.
,Item Code,Quantity,Amount
,SS 316 SIZE : 115 X 115 X 1 MM THK,300,
,Project Total,300,0
551,2024-04-10,AP/JPO/CA/03077/23-24,,Ador Powertron Ltd
,Item Code,Quantity,Amount
,ALU.SIZE : 180 X 150 X 1 MM THK,11,
,SS 304 SIZE : 180 X 150 X 1 MM THK,8,
,Project Total,19,0
550,2024-04-10,EMAIL / 23.03.2024,,Ecorole
,Item Code,Quantity,Amount
,SS 304 SIZE : 500 X 150 X 2 MM THK,5,
,Project Total,5,0
549,2024-04-09,08,,Vira Industries
,Item Code,Quantity,Amount
,SS 304 SIZE : 80 X 50 X 1 MM THK,500,
,Project Total,500,0
548,2024-04-09,SCPL/PO/24-25/08,,SDTORK CONTROLS PVT LTD
,Item Code,Quantity,Amount
,SS 304 SIZE : 90 X 50 X 0.8 MM THK,16,
,SS 304 SIZE : 90 X 50 X 0.8 MM THK,7,
,SS 304 SIZE : 125 X 60 X 0.8 MM THK,14,
,SS 304 SIZE : 165 X 45 X 0.8 MM THK,6,
,Project Total,43,0
547,2024-04-08,123456789,,RAVIRAJ ANODISERS
,Item Code,Quantity,Amount
,Project Total,0,0
546,2024-04-07,EMAIL/06.04.2024,,Sonali Enterprises
,Item Code,Quantity,Amount
,ALU.SIZE : 500 X 200 X 1 MM THK,3,
,ALU. SIZE : 149 X 60 X 1 MM THK,15,
,Project Total,18,0
545,2024-04-07,0188/23-24,,Viswasuta Engineering LLP
,Item Code,Quantity,Amount
,SS 304 SIZE : 250 X 150 X 1 MM THK,4,
,Project Total,4,0
544,2024-04-07,24PO0001,,R S Industrial Solutions
,Item Code,Quantity,Amount
,SS 316 SIZE : 140 X 140 X 1.5 MM THK,2,
,SS 316 SIZE : 300 X 240 X 1.5 MM THK,2,
,Project Total,4,0
543,2024-04-07,0145-2324/RA-08,,GAS PROCESSING EQUIPMENT PVT LTD
,Item Code,Quantity,Amount
,SS 304 SIZE : 225 X 180 X 3 MM THK,1,
,Project Total,1,0
542,2024-04-06,TEMICO/PO/23-24/0207,,TEMICO Motor India Private Ltd.
,Item Code,Quantity,Amount
,SS 304 SIZE : 80 X 63 X 0.5 MM THK,120,
,Project Total,120,0
541,2024-04-05,50055000288,,Forbes Marshall P.Ltd (Chakan)
,Item Code,Quantity,Amount
,24-130-1306893,500,
,24-130-1006124,3,
,24-130-1316149,500,
,Project Total,1003,0
540,2024-04-05,POFS000059534/05.04.2024,,HRS PROCESS SYSTEMS LTD.
,Item Code,Quantity,Amount
,ECOFLUX SS 304 SIZE : 105 X 75 X 0.8 MM THK,16,
,Project Total,16,0
539,2024-04-05,02440087,,EagleBurgmann India Pvt. Ltd.
,Item Code,Quantity,Amount
,SS 304 SIZE : 200 X 40 X 1.6 MM THK,20,
,SS 304 SIZE : 250 X 60 X 1.6 MM THK,10,
,Project Total,30,0
538,2024-04-03,02440047,,EagleBurgmann India Pvt. Ltd.
,Item Code,Quantity,Amount
,SS 316 SIZE : 150 X 150 X 1.2 MM THK,3,
,Project Total,3,0
537,2024-04-03,02440022,,EagleBurgmann India Pvt. Ltd.
,Item Code,Quantity,Amount
,SS 304 SIZE : 1200 X 60 X 2 MM THK,1,
,SS 304 SIZE : 75 X 25 X 2 MM THK,7,
,SS 304 SIZE : 90 X 30 X 2 MM THK,140,
,Project Total,148,0
536,2024-04-03,1710083746,,DelVal Flow Controls Pvt Ltd.
,Item Code,Quantity,Amount
,4402N10066000HP1,1961,
,65Q2N20065000001,50,
,Project Total,2011,0
535,2024-04-03,POS2324/1793,,M E Energy Private Limited
,Item Code,Quantity,Amount
,SS 304 SIZE : 225 X 150 X 1.5 MM THK,3,
,Project Total,3,0
534,2024-04-03,REG2324/1043/REV01,,Naran Lala Pvt Ltd
,Item Code,Quantity,Amount
,SS 304 SIZE : 150 X 120 X 1 MM THK,12,
,Project Total,12,0
533,2024-04-03,EMAIL/03.04.2024,,Manjushree Fintube Pvt Ltd.
,Item Code,Quantity,Amount
,SS 304 SIZE : 200 X 125 X 0.8 MM THK,7,
,Project Total,7,0
532,2024-04-02,Rectification of sheets from 459-463,,RAVIRAJ ANODISERS
,Item Code,Quantity,Amount
,RRA1,5,
,Project Total,5,0
531,2024-04-02,50055000030,,Forbes Marshall P.Ltd (Chakan)
,Item Code,Quantity,Amount
,24-254-1041143,1000,
,24-130-1319595,10000,
,24-130-1181920,200,
,24-130-1182448,30,
,24-130-1006130,25,
,24-130-1248394,2,
,24-130-1319598,2000,
,24-130-1355927,14,
,Project Total,13271,0
530,2024-04-02,POP-2324-0783,,ELINWG India Pvt. Ltd
,Item Code,Quantity,Amount
,SS 304 SIZE : 105 X 75 X 0.5 MM THK,2,
,SS 304 SIZE : 125 X 20 X 0.5 MM THK,1,
,SS 304 SIZE : 125 X 20 X 0.5 MM THK,50,
,SS 304 SIZE : 125 X 20 X 0.5 MM THK,25,
,Project Total,78,0
529,2024-04-02,POP-2324-0735,,ELINWG India Pvt. Ltd
,Item Code,Quantity,Amount
,SS 304 SIZE : 105 X 75 X 0.5 MM THK,8,
,SS 304 SIZE : 105 X 75 X 0.5 MM THK,28,
,SS 304 SIZE : 125 X 20 X 0.5 MM THK,7,
,SS 304 SIZE : 125 X 20 X 0.5 MM THK,10,
,SS 304 SIZE : 125 X 20 X 0.5 MM THK,14,
,Project Total,67,0
528,2024-04-02,4500749753,,Kelvion India Private Limited
,Item Code,Quantity,Amount
,SS 304 SIZE : 200 X 200 X 2 MM THK,1,
,Project Total,1,0
527,2024-04-02,4500024132,,Titagarh Rail Systems Limited
,Item Code,Quantity,Amount
,ALU.SIZE : 110 X 60 X 1.5 MM THK,18,
,ALU.SIZE : 110 X 60 X 1.5 MM THK,18,
,ALU.SIZE : 110 X 60 X 1.5 MM THK,18,
,Project Total,54,0
526,2024-04-01,HYT-15074,,HYT ENGINEERING COMPANY PVT LTD.
,Item Code,Quantity,Amount
,SS 304 SIZE : 300 X 290 X 1.6 MM THK,1,
,SS 304 SIZE : 300 X 290 X 1.6 MM THK,1,
,ALU. SIZE : 45 X 29 X 1 MM THK,3,
,ALU.SIZE : 50 X 35 X 1 MM THK,2,
,Project Total,7,0
525,2024-03-30,MEPL/23-24/5464,,METAFOLD ENGG.PVT.LTD.
,Item Code,Quantity,Amount
,ALU.SIZE : 175 X 125 X 1 MM THK,30,
,Project Total,30,0
524,2024-03-30,1710083773,,DelVal Flow Controls Pvt Ltd.
,Item Code,Quantity,Amount
,Z6502YG660007237,300,
,Project Total,300,0
523,2024-03-29,EMAIL CONVERSTION WITH RAVI SIR,,Limson Enginerring
,Item Code,Quantity,Amount
,RRA1,6,
,Project Total,6,0
521,2024-03-29,02347298,,EagleBurgmann India Pvt. Ltd.
,Item Code,Quantity,Amount
,SS 304 SIZE : 115 X 115 X 0.8 MM THK,100,
,Project Total,100,0
520,2024-03-29,POS2324/1772,,M E Energy Private Limited
,Item Code,Quantity,Amount
,SS 304 SIZE : 225 X 150 X 1.5 MM THK,1,
,Project Total,1,0
519,2024-03-29,PP/23-24/14/128,,Pilon Engineering Pvt. Ltd.
,Item Code,Quantity,Amount
,SS 304 SIZE : 115 X 75 X 1 MM THK,13,
,Project Total,13,0
518,2024-03-29,23PO0030,,R S Industrial Solutions
,Item Code,Quantity,Amount
,SS 316 SIZE : 203 X 152 X 1.6 MM THK,1,
,Project Total,1,0
517,2024-03-29,4500107195,,Praj Industries Ltd.
,Item Code,Quantity,Amount
,2465 - SS 304 SIZE : 240 X 60 X 2 MM THK,1,
,2461 - SS 304 SIZE : 240 X 170 X 2 MM THK,1,
,Project Total,2,0
516,2024-03-29,REGPL/23-24/01490,,Rahul Engineering Global Pvt Ltd.
,Item Code,Quantity,Amount
,SS 304 SIZE : 150 X 110 X 2 MM THK,3,
,Project Total,3,0
515,2024-03-29,142-2324,,GAS PROCESSING EQUIPMENT PVT LTD
,Item Code,Quantity,Amount
,SS 304 SIZE : 225 X 186 X 1 MM THK,1,
,Project Total,1,0
514,2024-03-29,PO/23-24/00980,,Delpro Equipments Pvt Ltd
,Item Code,Quantity,Amount
,SS 316 SIZE : 203 X 152 X 1.6 MM THK,1,
,Project Total,1,0
513,2024-03-27,02347270,,EagleBurgmann India Pvt. Ltd.
,Item Code,Quantity,Amount
,SS 304 SIZE : 80  X 20 X 0.8 MM THK,2500,
,Project Total,2500,0
512,2024-03-27,EMAIL-27.03.2024,,BHR Trading Co.
,Item Code,Quantity,Amount
,SS 304 SIZE : 35 X 20 X 0.8 MM THK,60,
,Project Total,60,0
511,2024-03-27,EMAIL/27.03.2024,,Quadrogen India Private Limited
,Item Code,Quantity,Amount
,SS 304 SIZE : 160 X 160 X 2 MM THK,48,
,Project Total,48,0
510,2024-03-27,1518,,STEAMLOK ENGINEERING PVT. LTD.
,Item Code,Quantity,Amount
,DIA 36 MM,17,
,Project Total,17,0
509,2024-03-27,PO/23-24/00986,,Delpro Equipments Pvt Ltd
,Item Code,Quantity,Amount
,SS 316 SIZE : 140 X 55 X 0.5 MM THK,38,
,Project Total,38,0
508,2024-03-27,PO52400016/27.03.2024,,Precitech Equipments India Pvt. Ltd
,Item Code,Quantity,Amount
,SS 304 SIZE : 230 X 260 X 1 MM THK,20,
,Project Total,20,0
507,2024-03-27,HYT-15026,,HYT ENGINEERING COMPANY PVT LTD.
,Item Code,Quantity,Amount
,SS 304 SIZE : 460 X 320 X 1.6 MM THK,2,
,Project Total,2,0
506,2024-03-27,EMAIL/25.03.2024,,Hydroteck Engineering Company
,Item Code,Quantity,Amount
,SS 304 SIZE : 500 X 250 X 1.5 MM THK,1,
,SS 304 SIZE : 450 X 265 X 1.5 MM THK,1,
,Project Total,2,0
505,2024-03-27,12345,,RAVIRAJ ANODISERS
,Item Code,Quantity,Amount
,RRA1,2,
,Project Total,2,0
503,2024-03-26,Z1DO/1100048321,,ElectroMech Material Handling Systems (India) Pvt. Ltd.
,Item Code,Quantity,Amount
,Electromech tag 70*30,184,
,Project Total,184,0
502,2024-03-26,02347234,,EagleBurgmann India Pvt. Ltd.
,Item Code,Quantity,Amount
,20 x 55,2500,
,Project Total,2500,0
501,2024-03-25,EMAIL/23.03.2024,,STEAMLOK ENGINEERING PVT. LTD.
,Item Code,Quantity,Amount
,SS 316 SIZE : 52.5 X 41 X 0.5 MM THK,120,
,SS 316 SIZE : 52.5 X 41 X 0.5 MM THK,120,
,Project Total,240,0
500,2024-03-24,02347153,,EagleBurgmann India Pvt. Ltd.
,Item Code,Quantity,Amount
,SS 304 SIZE : 115 X 115 X 0.8 MM THK,231,
,SS 304 SIZE : 140 X 70 X 0.8 MM THK,200,
,SS 316 SIZE : 140 X 70 X 0.8 MM THK,100,
,Project Total,531,0
499,2024-03-23,HYT-15021,,HYT ENGINEERING COMPANY PVT LTD.
,Item Code,Quantity,Amount
,SS 316 SIZE : 70 X 65 X 1.5 MM THK,18,
,Project Total,18,0
498,2024-03-23,PO001913,,SS Techno Limited
,Item Code,Quantity,Amount
,SS 304 SIZE : 6 INCH X 10 INCH X 0.7 MM THK,8,
,SS 304 SIZE : 6 INCH X 4 INCH X 0.7 MM THK,7,
,Project Total,15,0
497,2024-03-23,EMAIL/27.02.2024,,Attomo Industries LLP
,Item Code,Quantity,Amount
,SS 304 SIZE : 150 X 120 X 1 MM THK,26,
,Project Total,26,0
496,2024-03-23,pos2324/1751,,M E Energy Private Limited
,Item Code,Quantity,Amount
,SS 304 SIZE : 225 X 150 X 1.5 MM THK,1,
,Project Total,1,0
495,2024-03-23,50045027701,,Forbes Marshall P.Ltd (Chakan)
,Item Code,Quantity,Amount
,24-254-1041143,1000,
,Project Total,1000,0
494,2024-03-22,HYT-15016,,HYT ENGINEERING COMPANY PVT LTD.
,Item Code,Quantity,Amount
,ALU.SIZE : 400 X 73 X 2 MM THK,2,
,Project Total,2,0
493,2024-03-22,50045027363,,Forbes Marshall P.Ltd (Chakan)
,Item Code,Quantity,Amount
,24-130-1316713,168,
,24-130-1316149,25,
,Project Total,193,0
492,2024-03-22,INHOUSE REJECTION MTL.REPLACEMENT,,RAVIRAJ ANODISERS
,Item Code,Quantity,Amount
,24-130-1316678,1300,
,Project Total,1300,0
491,2024-03-22,4500106978,,Praj Industries Ltd.
,Item Code,Quantity,Amount
,SS 304 SIZE : 230 X 130 X 2 MM THK,1,
,SS 304 SIZE : 220 X 130 X 2 MM THK,1,
,SS 304 SIZE : 230 X 130 X 2 MM THK,1,
,2466 - SS 304 SIZE : 240 X 180 X 2 MM THK,1,
,SS 304 SIZE : 230 X 130 X 2 MM THK,1,
,SS 304 SIZE : 230 X 130 X 2 MM THK,1,
,SS 304 SIZE : 240 X 170 X 2 MM THK,1,
,Project Total,7,0
490,2024-03-20,50045027498,,Forbes Marshall P.Ltd (Chakan)
,Item Code,Quantity,Amount
,24-254-1041143,6000,
,Project Total,6000,0
489,2024-03-20,4500746463,,Kelvion India Private Limited
,Item Code,Quantity,Amount
,SS 304 SIZE : 105 X 168 X 0.8 MM THK,8,
,SS 304 SIZE : 140 X 140 X 2 MM THK,4,
,SS 304 SIZE : 105 X 75 X 2 MM THK,1,
,Project Total,13,0
488,2024-03-20,pos2324/1667,,M E Energy Private Limited
,Item Code,Quantity,Amount
,SS 304 SIZE : 225 X 150 X 1.5 MM THK,2,
,Project Total,2,0
487,2024-03-20,50045027118,,Forbes Marshall P.Ltd (Chakan)
,Item Code,Quantity,Amount
,24-254-1378747,14,
,24-130-1382509,5,
,Project Total,19,0
486,2024-03-20,4500106114/20.03.2024,,Praj Industries Ltd.
,Item Code,Quantity,Amount
,SS 304 SIZE : 400 X 280 X 2 MM THK,4,
,SS 304 SIZE : 350 X 240 X 2 MM THK,4,
,Project Total,8,0
485,2024-03-19,POFS000060478,,HRS PROCESS SYSTEMS LTD.
,Item Code,Quantity,Amount
,SS 304 SIZE : 220 X 190 X 3 MM THK,2,
,SS 304 SIZE : 132 X 106 X 2 MM THK,1,
,Project Total,3,0
484,2024-03-19,23PO0029,,R S Industrial Solutions
,Item Code,Quantity,Amount
,SS 316 SIZE : 140 X 140 X 1.5 MM THK,37,
,SS 316 SIZE : 300 X 240 X 1.5 MM THK,37,
,Project Total,74,0
483,2024-03-19,HYT-14997,,HYT ENGINEERING COMPANY PVT LTD.
,Item Code,Quantity,Amount
,DWBM 02,1,
,DWBM 03,1,
,ALU.SIZE : 482 X 73 X 2 MM THK,1,
,Project Total,3,0
482,2024-03-19,HYT-15001,,HYT ENGINEERING COMPANY PVT LTD.
,Item Code,Quantity,Amount
,ALU.SIZE : 425 X 160 X 2 MM THK,1,
,Project Total,1,0
481,2024-03-19,41045006348,,Forbes Marshall  Arca Pvt Ltd
,Item Code,Quantity,Amount
,20-054-1021242,500,
,A3-UIIISMH17-60L,50,
,A3-U1SMH22,100,
,A3-UIIISMH19,100,
,Project Total,750,0
480,2024-03-18,POFS000059534/18.03.2024,,HRS PROCESS SYSTEMS LTD.
,Item Code,Quantity,Amount
,SS 304 SIZE : 105 X 75 X 0.8 MM THK,45,
,SS 304 SIZE : 105 X 75 X 0.8 MM THK,8,
,Project Total,53,0
479,2024-03-18,AP/JPO/CA/02827/23-24,,Ador Powertron Ltd
,Item Code,Quantity,Amount
,SS 304 SIZE : 170 X 130 X 1 MM THK,4,
,SS 304 SIZE : 235 X 200 X 1 MM THK,4,
,Project Total,8,0
478,2024-03-18,AP/JPO/CA/02825/23-24,,Ador Powertron Ltd
,Item Code,Quantity,Amount
,SS 304 SIZE : 170 X 130 X 1 MM THK,1,
,SS 304 SIZE : 235 X 200 X 1 MM THK,1,
,Project Total,2,0
477,2024-03-18,AP/JPO/CA/02937/23-24,,Ador Powertron Ltd
,Item Code,Quantity,Amount
,ALU.SIZE : 180 X 150 X 1 MM THK,2,
,Project Total,2,0
476,2024-03-18,AP/JPO/CA/02826/23-24,,Ador Powertron Ltd
,Item Code,Quantity,Amount
,ALU.SIZE : 180 X 150 X 1 MM THK,12,
,ALU.SIZE : 150 X 90 X 1 MM THK,12,
,Project Total,24,0
475,2024-03-18,AP/JPO/CA/02946/23-24,,Ador Powertron Ltd
,Item Code,Quantity,Amount
,ALU.SIZE : 180 X 150 X 1 MM THK,28,
,ALU.SIZE : 150 X 90 X 1 MM THK,28,
